state,name,candidate,party,total
Andhra Pradesh,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),IND,989
Andhra Pradesh,Rajahmundry,POLU PEDA VENGALA REDDY,IND,765
Andhra Pradesh,Rajahmundry,MUTYALA RAMBABU,IND,1282
Andhra Pradesh,Rajahmundry,ILLA GOVINDA RAJAN,IND,1390
Andhra Pradesh,Rajahmundry,None of the Above,NOTA,7456
Andhra Pradesh,Narasapuram,KANUMURU BAPI RAJU,INC,27083
Andhra Pradesh,Narasapuram,GOKARAJU GANGA RAJU,BJP,540306
Andhra Pradesh,Narasapuram,CHINTAPALLI KANAKA RAO,BSP,8491
Andhra Pradesh,Narasapuram,S.V.P.K.H.G.KRISHNAM RAJU,PPOI,4232
Andhra Pradesh,Narasapuram,GITADAS DAS,pjdl,23260
Andhra Pradesh,Narasapuram,NALLI RAJESH,RP(K),6708
Andhra Pradesh,Narasapuram,VANKA RAVINDRANATH,YSRCP,454955
Andhra Pradesh,Narasapuram,SAROJA  POLASAPALLI,JaSPa,6838
Andhra Pradesh,Narasapuram,ADDANKI (SEKHAR BABU) DORABABU,IND,1350
Andhra Pradesh,Narasapuram,BADAMPUDI SIVA,IND,1605
Andhra Pradesh,Narasapuram,MEDAPATI  VARAHALA REDDY,IND,1250
Andhra Pradesh,Narasapuram,VANGALAPUDI YASHYAA,IND,1281
Andhra Pradesh,Narasapuram,VOLETI VENKATA LAKSHMANA RAO,IND,1298
Andhra Pradesh,Narasapuram,SHIVAJI GOTTUMUKKALA,IND,2286
Andhra Pradesh,Narasapuram,None of the Above,NOTA,8004
Andhra Pradesh,Eluru ,NETALA RAMESH BABU,BSP,11670
Andhra Pradesh,Eluru ,MAGANTI VENKATESWARA RAO (BABU),TDP,623471
Andhra Pradesh,Eluru ,MUSUNURI NAGESWARA RAO,INC,11770
Andhra Pradesh,Eluru ,ASHOK YANTRAPATI,MaSP,1212
Andhra Pradesh,Eluru ,GOVADA VIJAYA KUMARI,pjdl,4483
Andhra Pradesh,Eluru ,THOTA CHANDRA SEKHAR,YSRCP,521545
Andhra Pradesh,Eluru ,MENDEM SANTOSH KUMAR ( PEDABABULU),ILP(AP),3423
Andhra Pradesh,Eluru ,U .V. RAMA RAO,PPOI,1323
Andhra Pradesh,Eluru ,SAVANAPUDI NAGARAJU,MCPI,2318
Andhra Pradesh,Eluru ,K.V.V.SATYANARAYANA,JaSPa,2873
Andhra Pradesh,Eluru ,GANGADHARA RAO NANNAPANENI,IND,1302
Andhra Pradesh,Eluru ,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,IND,751
Andhra Pradesh,Eluru ,K.VIJAYA LAKSHMI PANDIT,IND,1320
Andhra Pradesh,Eluru ,U VENKATESWARARAO (U.V),IND,3971
Andhra Pradesh,Eluru ,C.V.SARADA DEVI,IND,2721
Andhra Pradesh,Eluru ,None of the Above,NOTA,7544
Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,TDP,587280
Andhra Pradesh,Machilipatnam ,PRASADA RAO PEGGEM,BSP,4085
Andhra Pradesh,Machilipatnam ,SISTLA RAMESH,INC,14111
Andhra Pradesh,Machilipatnam ,KAMMILI SRINIVAS,JaSPa,7692
Andhra Pradesh,Machilipatnam ,KOLUSU PARTHA SARATHY,YSRCP,506223
Andhra Pradesh,Machilipatnam ,VADAPALLI RAGHUNADH,PPOI,4401
Andhra Pradesh,Machilipatnam ,JAMPANA SRINIVASA GOUD,IND,931
Andhra Pradesh,Machilipatnam ,PARASA SRINIVASA RAO,IND,3399
Andhra Pradesh,Machilipatnam ,MOHAMMAD ISHAQ,IND,1770
Andhra Pradesh,Machilipatnam ,YUNDURI SUBRAMANYASWARA RAO (MANI),IND,1597
Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHAN RAO,IND,1405
Andhra Pradesh,Machilipatnam ,None of the Above,NOTA,8171
Andhra Pradesh,Vijayawada,AVINASH DEVINENI,INC,39760
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),TDP,592953
Andhra Pradesh,Vijayawada,CHIGURUPATI RAMALINGESWARA RAO,BSP,3582
Andhra Pradesh,Vijayawada,ISHWARYA LAKSHMI CHINNAM,JaSPa,5296
Andhra Pradesh,Vijayawada,KAMBALA. SUBRAHMANYAM (SASTRY),WPOI,7539
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,YSRCP,518239
Andhra Pradesh,Vijayawada,RAJA KUMARI GUNDAPANENI,PPOI,2571
Andhra Pradesh,Vijayawada,SUNKARA KRISHNA MURTHY,ARPS,803
Andhra Pradesh,Vijayawada,HAR MOHINDER SINGH SAHANI,AAAP,3088
Andhra Pradesh,Vijayawada,ALTAF ALI MOHAMED,IND,1168
Andhra Pradesh,Vijayawada,AHMED ANSARI SYED,IND,504
Andhra Pradesh,Vijayawada,P.V. KRISHNAIAH,IND,423
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,IND,1014
Andhra Pradesh,Vijayawada,KONERU RAMACHANDRA PRASAD,IND,1099
Andhra Pradesh,Vijayawada,CHATRAGADDA PRATAP,IND,950
Andhra Pradesh,Vijayawada,TATINENI SRINIVASA RAO,IND,2460
Andhra Pradesh,Vijayawada,DASARI VENKATA NAGESH,IND,1874
Andhra Pradesh,Vijayawada,M.PHANI PRAKASH,IND,2809
Andhra Pradesh,Vijayawada,BOLISETTY HARIBABU,IND,667
Andhra Pradesh,Vijayawada,V.R.K.MURTHY.,IND,749
Andhra Pradesh,Vijayawada,YARAM KATAM RAJU,IND,1402
Andhra Pradesh,Vijayawada,SURAPANENI SARATBABU,IND,1521
Andhra Pradesh,Vijayawada,None of the Above,NOTA,5294
Andhra Pradesh,Guntur,ABDUL WAHEED SHAIK,INC,46818
Andhra Pradesh,Guntur,JAYADEV GALLA,TDP,618417
Andhra Pradesh,Guntur,MALLELA BABU RAO,BSP,4223
Andhra Pradesh,Guntur,ABBURI KOTESWARA RAO,PPOI,1636
Andhra Pradesh,Guntur,EMANI CHANDRA SEKHAR RAO,NPT,1455
Andhra Pradesh,Guntur,UDAIA KUMAR MUSUKU,ICSP,2852
Andhra Pradesh,Guntur,KATA VEERA VARA PRASAD,AAAP,2344
Andhra Pradesh,Guntur,DR. KOUTHARAPU RAVINDRA,GRIP,2594
Andhra Pradesh,Guntur,BALASHOWRY VALLABHANENI,YSRCP,549306
Andhra Pradesh,Guntur,MALLELA VENKATA RAO,JaSPa,5608
Andhra Pradesh,Guntur,ARUDALA VENKATESWARA RAO,IND,908
Andhra Pradesh,Guntur,BITRA VENKATA SIVANNARAYANA,IND,1169
Andhra Pradesh,Guntur,None of the Above,NOTA,7596
Andhra Pradesh,Narasaraopet,KONDAPALLI VENKATESWARLU,INC,22943
Andhra Pradesh,Narasaraopet,MEKALA HANUMANTHA RAO YADAV,BSP,4911
Andhra Pradesh,Narasaraopet,SAMBASIVA RAO RAYAPATI,TDP,632464
Andhra Pradesh,Narasaraopet,AKKI REDDY BHIMANADULA,PPOI,7032
Andhra Pradesh,Narasaraopet,AYODHYA RAMIREDDY ALLA,YSRCP,597184
Andhra Pradesh,Narasaraopet,YELURI SRILATHA,JaSPa,5142
Andhra Pradesh,Narasaraopet,ROSAIAH SIVAPARAPU,MCPI,1877
Andhra Pradesh,Narasaraopet,KANUMURI KOTESWARA RAO,IND,1404
Andhra Pradesh,Narasaraopet,JANGALA SINGARAIAH YADAV,IND,973
Andhra Pradesh,Narasaraopet,PARUVURI RAMESH,IND,1118
Andhra Pradesh,Narasaraopet,RAVU SUBRAHMANYAM,IND,1025
Andhra Pradesh,Narasaraopet,None of the Above,NOTA,5985
Andhra Pradesh,Bapatla ,DWARAPALLI PHILIP,BSP,8113
Andhra Pradesh,Bapatla ,PANABAKA LAKSHMI,INC,23072
Andhra Pradesh,Bapatla ,MALYADRI SRIRAM,TDP,578145
Andhra Pradesh,Bapatla ,EDA CHENNAIAH,AAAP,3948
Andhra Pradesh,Bapatla ,PERLI PRASANNA DEEVENA KUMAR (PRASANNA),ILP(AP),2967
Andhra Pradesh,Bapatla ,YALLAMATI RAMESH,PPOI,8414
Andhra Pradesh,Bapatla ,VARIKUTI AMRUTHAPANI,YSRCP,545391
Andhra Pradesh,Bapatla ,R.D.WILSON,JaSPa,3657
Andhra Pradesh,Bapatla ,GADDE THYAGARAJU,IND,749
Andhra Pradesh,Bapatla ,GOGULAMUDI NARASIMHA RAO,IND,720
Andhra Pradesh,Bapatla ,NAKKALA VEERANJANEYULU,IND,615
Andhra Pradesh,Bapatla ,BANDELA NAGESWARA RAO,IND,668
Andhra Pradesh,Bapatla ,BABURAO GOLLA,IND,823
Andhra Pradesh,Bapatla ,RATNABABU MAMIDI,IND,1206
Andhra Pradesh,Bapatla ,None of the Above,NOTA,6146
Andhra Pradesh,Ongole ,KRISHNA RAO VEMULA,BSP,5864
Andhra Pradesh,Ongole ,DARISI PAVAN KUMAR,INC,13356
Andhra Pradesh,Ongole ,MAGUNTA SREENIVASULU REDDY,TDP,574302
Andhra Pradesh,Ongole ,GOLLAPALLI KISHORE KUMAR REDDY,JaSPa,3724
Andhra Pradesh,Ongole ,PAMMI VENKA REDDY,PPOI,1392
Andhra Pradesh,Ongole ,S.S.N.RAJA YADAV,AAAP,4393
Andhra Pradesh,Ongole ,Y.V.SUBBA REDDY,YSRCP,589861
Andhra Pradesh,Ongole ,KAVURI VENUBABU NAIDU,IND,3207
Andhra Pradesh,Ongole ,KIRAN DASARANNA MATTEGUNTA,IND,756
Andhra Pradesh,Ongole ,CHAPALA VENKATA RAO,IND,879
Andhra Pradesh,Ongole ,DAMA MOHAN RAO,IND,492
Andhra Pradesh,Ongole ,PIDAPARTHI MADHUSUDHANA REDDY,IND,625
Andhra Pradesh,Ongole ,B. BALAJEE RAO,IND,658
Andhra Pradesh,Ongole ,BELLAMKONDA VENKATRAO,IND,999
Andhra Pradesh,Ongole ,RADHAKRISHNA SOMISETTY,IND,1936
Andhra Pradesh,Ongole ,None of the Above,NOTA,5781
Andhra Pradesh,Nandyal,OBULESU THUDUM,BSP,11784
Andhra Pradesh,Nandyal,N.MD.FAROOK,TDP,516645
Andhra Pradesh,Nandyal,B.Y.RAMAIAH,INC,16378
Andhra Pradesh,Nandyal,ULLAGI DAVID JAYA KUMAR,AAAP,2499
Andhra Pradesh,Nandyal,NOSSAM MALLIKARJUNA REDDY,JaSPa,7189
Andhra Pradesh,Nandyal,S.P.Y REDDY,YSRCP,622411
Andhra Pradesh,Nandyal,P.V.N. REDDY,AIMIM,5598
Andhra Pradesh,Nandyal,K.P.KAMBAGIRI SWAMI,IND,2708
Andhra Pradesh,Nandyal,GADDALA BALASWAMY,IND,1495
Andhra Pradesh,Nandyal,P.NARENDRA DEV,IND,936
Andhra Pradesh,Nandyal,I.V PAKKIRA REDDY,IND,1036
Andhra Pradesh,Nandyal,PIDISELA VIJAY KUMAR,IND,1325
Andhra Pradesh,Nandyal,M RAMANA REDDY,IND,5400
Andhra Pradesh,Nandyal,VANGALA SREENIVASA REDDY,IND,2437
Andhra Pradesh,Nandyal,None of the Above,NOTA,7115
Andhra Pradesh,Kurnool,KOTLA JAYASURYAPRAKASH REDDY,INC,116603
Andhra Pradesh,Kurnool,B.T. NAIDU,TDP,428651
Andhra Pradesh,Kurnool,R.J.MALLIKAL,BSP,5746
Andhra Pradesh,Kurnool,KONDIPARTHI .VENKAT  PRASAD,RPI,1614
Andhra Pradesh,Kurnool,G.JAKEER HUSSAIN,JaSPa,3600
Andhra Pradesh,Kurnool,NAGELLA ELIA,WPOI,1990
Andhra Pradesh,Kurnool,NOOR AHMED MADANI,SDP,11393
Andhra Pradesh,Kurnool,BUTTA RENUKA,YSRCP,472782
Andhra Pradesh,Kurnool,VISSA KIRAN KUMAR,AAAP,6522
Andhra Pradesh,Kurnool,KOTHURU.SATYANARAYANA GUPTA,IND,2021
Andhra Pradesh,Kurnool,D CHAND BASHA,IND,2605
Andhra Pradesh,Kurnool,D YUGANDHAR,IND,2820
Andhra Pradesh,Kurnool,None of the Above,NOTA,9385
Andhra Pradesh,Anantapur,ANIL CHOWDARY.  P,INC,16719
Andhra Pradesh,Anantapur,KASANI NAGARAJU,BSP,6227
Andhra Pradesh,Anantapur,J.C. DIVAKAR REDDI,TDP,610288
Andhra Pradesh,Anantapur,ANANTHA VENKATARAMIREDDY,YSRCP,548297
Andhra Pradesh,Anantapur,T.KULDEEP CHOWDARY,STR,6542
Andhra Pradesh,Anantapur,PAVAN KUMAR,PPOI,2076
Andhra Pradesh,Anantapur,BUZIREDDY VENUGOPAL REDDY,ICSP,1388
Andhra Pradesh,Anantapur,BOYA ANIL KUMAR,JaSPa,2800
Andhra Pradesh,Anantapur,G. LALITHA,SUCI,952
Andhra Pradesh,Anantapur,G. NAGARAJU,IND,1095
Andhra Pradesh,Anantapur,B. SRINIVASULU,IND,1599
Andhra Pradesh,Anantapur,SHAIK. MOHAMMAD SHAFI.,IND,3031
Andhra Pradesh,Anantapur,D. SOMANATH,IND,2274
Andhra Pradesh,Anantapur,None of the Above,NOTA,8857
Andhra Pradesh,Hindupur,KRISTAPPA NIMMALA,TDP,604291
Andhra Pradesh,Hindupur,G.C VENKATARAMUDU,INC,36452
Andhra Pradesh,Hindupur,ANAND,PPOI,3101
Andhra Pradesh,Hindupur,AMUDALA SUBRAMANYAM,RPS,4521
Andhra Pradesh,Hindupur,DUDDUKUNTA SREEDHAR REDDY,YSRCP,506966
Andhra Pradesh,Hindupur,K.MOHAMMAD SHAMEER BASHA,JaSPa,4590
Andhra Pradesh,Hindupur,APPIREDDYGARI KONDA REDDY,IND,1257
Andhra Pradesh,Hindupur,ASADULLAH K.M,IND,1099
Andhra Pradesh,Hindupur,CHINTA SARATH KUMAR REDDY,IND,1275
Andhra Pradesh,Hindupur,K.PEDDA REDDI,IND,1152
Andhra Pradesh,Hindupur,MADDIPATLA SUDHAKAR NAIDU,IND,2332
Andhra Pradesh,Hindupur,D. SOMANATH,IND,2032
Andhra Pradesh,Hindupur,None of the Above,NOTA,8189
Andhra Pradesh,Kadapa,AJAYA KUMAR VEENA,INC,14319
Andhra Pradesh,Kadapa,MALIKIREDDY. HANUMANTHA REDDY,BSP,5515
Andhra Pradesh,Kadapa,SRINIVASA REDDY REDDEPPAGARI,TDP,481660
Andhra Pradesh,Kadapa,Y.S. AVINASH REDDY,YSRCP,671983
Andhra Pradesh,Kadapa,YELLIPALEM RAMESH.REDDY,JD(U),3809
Andhra Pradesh,Kadapa,GAJJALA.RAMA SUBBA REDDY,PPOI,1821
Andhra Pradesh,Kadapa,PUTHA. LAKSHMI REDDY,AIFB,933
Andhra Pradesh,Kadapa,B. PULLAIAH,ANC,2565
Andhra Pradesh,Kadapa,RACHINENI. VENUGOPAL,RPC(S),1034
Andhra Pradesh,Kadapa,G.V.A.K. REDDY,JD(S),888
Andhra Pradesh,Kadapa,VARADI SOBHARANI,DABAP,2240
Andhra Pradesh,Kadapa,DR. SHAIK GHOUSE PEER,JaSPa,3219
Andhra Pradesh,Kadapa,SAJID HUSSAIN,AAAP,3401
Andhra Pradesh,Kadapa,POREDDY PRABHAKARA REDDY,IND,1217
Andhra Pradesh,Kadapa,None of the Above,NOTA,6058
Andhra Pradesh,Nellore,ADALA PRABHAKARA REDDY,TDP,562918
Andhra Pradesh,Nellore,NARAYANA REDDY VAKATI,INC,22870
Andhra Pradesh,Nellore,PATTAPU RAVI,BSP,3299
Andhra Pradesh,Nellore,KOLATI GOPINATH,PPOI,999
Andhra Pradesh,Nellore,CHEMIKALA TIRUPATI,ARPS,1424
Andhra Pradesh,Nellore,CHANDRA SEKHAR YADAV,RDHP,4112
Andhra Pradesh,Nellore,MEKAPATI RAJAMOHAN REDDY,YSRCP,576396
Andhra Pradesh,Nellore,SYED HANEEF,JaSPa,5578
Andhra Pradesh,Nellore,ANANDA RAO SOMPALLI,IND,760
Andhra Pradesh,Nellore,NAVEEN SUKPALLI,IND,626
Andhra Pradesh,Nellore,PANDHITI SUBBAIAH,IND,736
Andhra Pradesh,Nellore,MALLI VENKATESWARLU,IND,686
Andhra Pradesh,Nellore,MALYADRI RAVULAKOLLU,IND,875
Andhra Pradesh,Nellore,MEDA MALLA REDDY,IND,820
Andhra Pradesh,Nellore,None of the Above,NOTA,5549
Andhra Pradesh,Tirupati ,KARUMANCHI JAYARAM,BJP,542951
Andhra Pradesh,Tirupati ,KOTHAPALLI SUBRAMANYAM,CPM,11168
Andhra Pradesh,Tirupati ,CHINTA MOHAN,INC,33333
Andhra Pradesh,Tirupati ,"DR. U RAMACHANDRA, M.B.B.S",BSP,6036
Andhra Pradesh,Tirupati ,DEGALA SURYA NARAYANA,PPOI,2875
Andhra Pradesh,Tirupati ,NEERUGUTTA NAGESWARA,AAAP,7280
Andhra Pradesh,Tirupati ,VARAPRASAD RAO VELAGAPALLI,YSRCP,580376
Andhra Pradesh,Tirupati ,M SOLMON,ARPS,9815
Andhra Pradesh,Tirupati ,KATTAMANCHI PRABHAKAR,IND,1455
Andhra Pradesh,Tirupati ,KALAVAPALLI SAHADEVAIAH,IND,2510
Andhra Pradesh,Tirupati ,THYDULA SUBBARAMAIAH,IND,1403
Andhra Pradesh,Tirupati ,NUNE VENGAIAH,IND,1829
Andhra Pradesh,Tirupati ,K.S. MUNIRATHNAM,IND,1696
Andhra Pradesh,Tirupati ,SONGA RATNAMMA,IND,1645
Andhra Pradesh,Tirupati ,None of the Above,NOTA,8690
Andhra Pradesh,Rajampet,ANNAYYAGARI SAI PRATHAP,INC,29332
Andhra Pradesh,Rajampet,D.  PURANDESWARI,BJP,426990
Andhra Pradesh,Rajampet,VENKATA SUBBAIAH NALLUGARI,BSP,8189
Andhra Pradesh,Rajampet,N.  DEVA,HJP,3896
Andhra Pradesh,Rajampet,S NARENDRA BABU,MaSP,15086
Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,YSRCP,601752
Andhra Pradesh,Rajampet,G.MUJEEB HUSSAIN,JaSPa,59777
Andhra Pradesh,Rajampet,V PATTABHI,IND,3549
Andhra Pradesh,Rajampet,SHAIK JEELANI SAHEB,IND,2630
Andhra Pradesh,Rajampet,None of the Above,NOTA,7116
Andhra Pradesh,Chittoor ,JITHENDRA KUMAR.DHANDU,BSP,15897
Andhra Pradesh,Chittoor ,NARAMALLI SIVAPRASAD,TDP,594862
Andhra Pradesh,Chittoor ,DR.B.RAJAGOPAL,INC,16572
Andhra Pradesh,Chittoor ,UDAYA C.S,PPOI,3803
Andhra Pradesh,Chittoor ,P. PUSHPA RAJ,JaSPa,5740
Andhra Pradesh,Chittoor ,G.SAMANYAKIRAN,YSRCP,550724
Andhra Pradesh,Chittoor ,S. ANJAPPA,IND,4321
Andhra Pradesh,Chittoor ,None of the Above,NOTA,6996
Arunachal Pradesh,ARUNACHAL WEST,GICHO KABAK,NCP,6065
Arunachal Pradesh,ARUNACHAL WEST,GUMJUM HAIDER,AITC,9135
Arunachal Pradesh,ARUNACHAL WEST,JALLEY SONAM,PPA,14664
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,BJP,169367
Arunachal Pradesh,ARUNACHAL WEST,TAKAM SANJOY,INC,127629
Arunachal Pradesh,ARUNACHAL WEST,HABUNG PAYENG,AAAP,3647
Arunachal Pradesh,ARUNACHAL WEST,TABA TAKU,LB,980
Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,IND,2362
Arunachal Pradesh,ARUNACHAL WEST,None of the Above,NOTA,1816
Arunachal Pradesh,ARUNACHAL EAST,NINONG ERING,INC,118455
Arunachal Pradesh,ARUNACHAL EAST,TAPIR GAO,BJP,105977
Arunachal Pradesh,ARUNACHAL EAST,WANGMAN LOWANGCHA,PPA,32354
Arunachal Pradesh,ARUNACHAL EAST,None of the Above,NOTA,4505
Assam,Karimganj ,KRISHNA DAS,BJP,260772
Assam,Karimganj ,RABINDRA NATH CHOUDHURY,AGP,5556
Assam,Karimganj ,RADHESHYAM BISWAS,AIUDF,362866
Assam,Karimganj ,LALIT MOHON SUKLABAIDYA,INC,226562
Assam,Karimganj ,TARUN KUMAR DAS,AAAP,3658
Assam,Karimganj ,PROBASH CH. SARKAR,SUCI,3114
Assam,Karimganj ,RINKU MALAKAR,SP,2275
Assam,Karimganj ,GOUTAM MALAKAR,IND,2447
Assam,Karimganj ,PINTU MALAKAR,IND,1664
Assam,Karimganj ,PRADIP SUKLABAIDYA,IND,2392
Assam,Karimganj ,MAHANANDA DAS,IND,1592
Assam,Karimganj ,SAJALENDU MALAKAR,IND,2465
Assam,Karimganj ,SANJIT KUMAR DAS,IND,1880
Assam,Karimganj ,SABUJ DAS,IND,1974
Assam,Karimganj ,SUJIT MALLICK,IND,3437
Assam,Karimganj ,None of the Above,NOTA,4266
Assam,Silchar,KABINDRA PURKAYASTHA,BJP,301210
Assam,Silchar,KUTUB AHMED MAZUMDER,AIUDF,85530
Assam,Silchar,BIJOY KRISHNA NATH,AGP,7679
Assam,Silchar,REJAMOND ALI BARBHUIYA,CPM,12460
Assam,Silchar,SUSHMITA DEV  ,INC,336451
Assam,Silchar,ARUNANGSHU BHATTACHARJEE,SUCI,8595
Assam,Silchar,ABDUL MANNAN BARBHUIYA,AAAP,3118
Assam,Silchar,WAZID REJA OSMANI,AITC,8282
Assam,Silchar,NILU MANDOL,SHS,1922
Assam,Silchar,RASHID AHMED LASKAR,SP,3347
Assam,Silchar,UPENDRA CHANDRA DAS,IND,2740
Assam,Silchar,KAMAL DAS,IND,2170
Assam,Silchar,JAYANTA MALLICK,IND,1605
Assam,Silchar,NIRUPAM MANDAL,IND,2462
Assam,Silchar,MADHU SUDHAN DAS,IND,3151
Assam,Silchar,SHUVADIP DATTA,IND,8577
Assam,Silchar,SUKAMAL DAS,IND,6221
Assam,Silchar,None of the Above,NOTA,4310
Assam,Autonomous District,JOY RAM ENGLENG,BJP,189057
Assam,Autonomous District,BIREN SINGH ENGTI,INC,213152
Assam,Autonomous District,ASHWENG J. RENGMA,JMM,9263
Assam,Autonomous District,PRATIMA ENGHEEPI,CPI(ML)(L),11762
Assam,Autonomous District,CHOMANG KRO,IND,108299
Assam,Autonomous District,None of the Above,NOTA,11747
Assam,Dhubri,ANOWAR HUSSAIN,AGP,9897
Assam,Dhubri,WAZED ALI CHOUDHURY,INC,362839
Assam,Dhubri,DR. DEBAMOY SANYAL,BJP,298985
Assam,Dhubri,BADRUDDIN AJMAL,AIUDF,592569
Assam,Dhubri,AZMAL HUSSAIN,AAAP,4468
Assam,Dhubri,YOUSUB ALI AHMED,SP,3277
Assam,Dhubri,KASIR UDDIN SK.,IUML,1455
Assam,Dhubri,SURAT JAMAN MONDAL,SUCI,5935
Assam,Dhubri,ZESMINA KHATUN,AITC,7874
Assam,Dhubri,ALI HUSSAIN,IND,23816
Assam,Dhubri,KASHEM ALI AKONDA,IND,2785
Assam,Dhubri,MONIRUL HUSSAIN,IND,2723
Assam,Dhubri,MOHAR UDDIN MONDAL,IND,40208
Assam,Dhubri,MOHENDRA CHANDRA ROY,IND,4607
Assam,Dhubri,RAM EKBAL SHAHANI,IND,2375
Assam,Dhubri,None of the Above,NOTA,5811
Assam,Kokrajhar,CHANDAN BRAHMA,BOPF,243759
Assam,Kokrajhar,RANJIT SHEKHAR MOOSHAHARY,AITC,17537
Assam,Kokrajhar,URKHAO GWRA BRAHMA,IND,278649
Assam,Kokrajhar,NABA KUMAR SARANIA (HIRA),IND,634428
Assam,Kokrajhar,SABDA RAM RABHA,IND,20074
Assam,Kokrajhar,SANSUMA KHUNGGUR BWISWMUTHIARY,IND,11239
Assam,Kokrajhar,None of the Above,NOTA,18183
Assam,Barpeta,ISMAIL HUSSAIN,INC,277802
Assam,Barpeta,UDDHAB BARMAN,CPM,27575
Assam,Barpeta,CHANDRA MOHAN PATOWARY,BJP,352361
Assam,Barpeta,SIRAJ UDDIN AJMAL,AIUDF,394702
Assam,Barpeta,PHANI BHUSAN CHOUDHURY,AGP,73733
Assam,Barpeta,ABUL AWAL,SP,3099
Assam,Barpeta,ENTAZ ALI,LB,1937
Assam,Barpeta,KHURSHIDA ANOWARA BEGUM,SUCI,5710
Assam,Barpeta,DR. PERVEZ ALI AHMED,AITC,10944
Assam,Barpeta,KAMAL UDDIN,IND,3433
Assam,Barpeta,GAUTAM KUMAR SARMA,IND,1859
Assam,Barpeta,SAMSUL HOQUE,IND,24444
Assam,Barpeta,DILIR KHAN,IND,20135
Assam,Barpeta,BARUN KARMAKAR,IND,1649
Assam,Barpeta,BHADRESWAR BARMAN,IND,1695
Assam,Barpeta,None of the Above,NOTA,4785
Assam,Gauhati,GOPI NATH DAS,AIUDF,137254
Assam,Gauhati,BIJOYA CHAKRAVARTY,BJP,764985
Assam,Gauhati,BIRENDRA PRASAD BAISHYA,AGP,86546
Assam,Gauhati,MANASH BORAH,INC,449201
Assam,Gauhati,KAZI NEKIB AHMED,rdsc,6636
Assam,Gauhati,GOPI BARUAH,LB,2411
Assam,Gauhati,PRANJAL BORDOLOY,AAAP,4809
Assam,Gauhati,BANDANA BARMAN BARUAH,SP,3240
Assam,Gauhati,BIJU PHUKAN,AITC,8162
Assam,Gauhati,ANIL BHAGAWATI,IND,5782
Assam,Gauhati,AJAD ALI,IND,2385
Assam,Gauhati,KHARGESWAR DAS,IND,2532
Assam,Gauhati,MD. ZAKIR HUSSAIN,IND,2275
Assam,Gauhati,DHIRAJ MEDHI,IND,2845
Assam,Gauhati,PADMESHWAR PHUKAN,IND,2629
Assam,Gauhati,PRADIP KALITA,IND,7345
Assam,Gauhati,DR. FARUK AAHAMMED BHUYAN,IND,3540
Assam,Gauhati,BENEDICT ALOK ARENG,IND,12432
Assam,Gauhati,None of the Above,NOTA,6720
Assam,Mangaldoi,KIRIP CHALIHA,INC,463473
Assam,Mangaldoi,PARESH BAISHYA,AIUDF,74710
Assam,Mangaldoi,MADHAB RAJBANGSHI,AGP,66467
Assam,Mangaldoi,RAMEN DEKA,BJP,486357
Assam,Mangaldoi,SAHADEV DAS,BOPF,86347
Assam,Mangaldoi,AROON BAROOA,rdsc,4164
Assam,Mangaldoi,DEBA KUMAR BARMAN,AITC,8341
Assam,Mangaldoi,NAMRATA SARMA,AAAP,3424
Assam,Mangaldoi,RATUL KUMAR CHOUDHURY,SP,3658
Assam,Mangaldoi,SWARNALATA CHALIHA,SUCI,7600
Assam,Mangaldoi,SAHNUR ALI,IND,5531
Assam,Mangaldoi,SHACHINDRA NATH BRAHMA,IND,12443
Assam,Mangaldoi,None of the Above,NOTA,10722
Assam,Tezpur,BHUPEN KUMAR BORAH,INC,360491
Assam,Tezpur,JOSEPH TOPPO,AGP,40489
Assam,Tezpur,RAM PRASAD SARMAH,BJP,446511
Assam,Tezpur,KHEMRAJ CHETRY,CPM,24910
Assam,Tezpur,GOPI CHAND SHAHABADI,AITC,8712
Assam,Tezpur,RAJEN SAIKIA,AIFB,4246
Assam,Tezpur,LAKSHIKANTA KURMI,CPI(ML)(L),10725
Assam,Tezpur,ELIAS KUJUR,IND,5207
Assam,Tezpur,MONI KUMAR SUBBA,IND,62730
Assam,Tezpur,None of the Above,NOTA,16667
Assam,Nowgong,DR. ADITYA LANGTHASA,AIUDF,314012
Assam,Nowgong,JONJONALI BARUAH,INC,350587
Assam,Nowgong,MRIDULA BARKAKOTY,AGP,35142
Assam,Nowgong,RAJEN GOHAIN ,BJP,494146
Assam,Nowgong,DIPAK KUMAR BORAH,AITC,6835
Assam,Nowgong,RAFIQUL ISLAM,AIFB,2783
Assam,Nowgong,SELIMA SULTANA,IND,6462
Assam,Nowgong,FARUK HAZARIKA,IND,11325
Assam,Nowgong,None of the Above,NOTA,8782
Assam,Kaliabor,DR. ARUN KUMAR SARMA,AGP,78132
